Body Part,Rank,Skill Name,Type,Reserve Cost,Limit / Burn,Effect
Buzzing Wings,5,True-Flight,Passive,0,Passive,Gain Fly Speed equal to Walk Speed.
Soft-Hairs,1,Chitin,Passive,0,Passive,Resistant to Fall Damage.
Soft-Hairs,3,Adapt,Reaction,0,1 Stamina,Reroll a failed physical save.
Soft-Hairs,5,Evolution,Passive,0,1/Day,Gain Resistance to last dmg type taken.
Rhythmic Gait,1,Chitin,Passive,0,Passive,Resistant to Fall Damage.
Rhythmic Gait,3,Adapt,Reaction,0,1 Stamina,Reroll a failed physical save.
Rhythmic Gait,5,Evolution,Passive,0,1/Day,Gain Resistance to last dmg type taken.
Paddle Hairs,1,Chitin,Passive,0,Passive,Resistant to Fall Damage.
Paddle Hairs,3,Adapt,Reaction,0,1 Stamina,Reroll a failed physical save.
Paddle Hairs,5,Evolution,Passive,0,1/Day,Gain Resistance to last dmg type taken.
Hard Shell,1,Exoskeleton,Passive,0,Passive,Base AC = 13 + Dex.
Hard Shell,3,Hover,Move,0,1 Stamina,Fly speed for 1 turn.
Hard Shell,5,Molt,Short Rest,0,1/Day,Regrow lost limb / Heal full HP.
Stick-Bug Shape,1,Exoskeleton,Passive,0,Passive,Base AC = 13 + Dex.
Stick-Bug Shape,3,Hover,Move,0,1 Stamina,Fly speed for 1 turn.
Stick-Bug Shape,5,Molt,Short Rest,0,1/Day,Regrow lost limb / Heal full HP.
Warning Colors,1,Chitin,Passive,0,Passive,Resistant to Fall Damage.
Warning Colors,3,Adapt,Reaction,0,1 Stamina,Reroll a failed physical save.
Warning Colors,5,Evolution,Passive,0,1/Day,Gain Resistance to last dmg type taken.
Thorax Spines,1,Exoskeleton,Passive,0,Passive,Base AC = 13 + Dex.
Thorax Spines,3,Hover,Move,0,1 Stamina,Fly speed for 1 turn.
Thorax Spines,5,Molt,Short Rest,0,1/Day,Regrow lost limb / Heal full HP.
Sensory Bristles,1,Compound-Sight,Passive,0,Passive,Cannot be Flanked. 360 Vision.
Sensory Bristles,3,Tremor-Sense,Passive,0,1 Focus,Detect moving invisible enemies within 30ft.
Sensory Bristles,5,Analyze,Action,0,1/Day,Reveal all stats/weaknesses of target.
Abdominal Light,1,Chitin,Passive,0,Passive,Resistant to Fall Damage.
Abdominal Light,3,Adapt,Reaction,0,1 Stamina,Reroll a failed physical save.
Abdominal Light,5,Evolution,Passive,0,1/Day,Gain Resistance to last dmg type taken.
Compressed Thorax,1,Exoskeleton,Passive,0,Passive,Base AC = 13 + Dex.
Compressed Thorax,3,Hover,Move,0,1 Stamina,Fly speed for 1 turn.
Compressed Thorax,5,Molt,Short Rest,0,1/Day,Regrow lost limb / Heal full HP.
Molting Hormones,1,Chitin,Passive,0,Passive,Resistant to Fall Damage.
Molting Hormones,3,Adapt,Reaction,0,1 Stamina,Reroll a failed physical save.
Molting Hormones,5,Evolution,Passive,0,1/Day,Gain Resistance to last dmg type taken.
Abdominal Spur,1,Chitin,Passive,0,Passive,Resistant to Fall Damage.
Abdominal Spur,3,Adapt,Reaction,0,1 Stamina,Reroll a failed physical save.
Abdominal Spur,5,Evolution,Passive,0,1/Day,Gain Resistance to last dmg type taken.
Rear Spinnerets,1,Silk-Weaver,Utility,0,Passive,Create rope/net over time.
Rear Spinnerets,3,Web-Shot,Action,0,2 Stamina,Restrain target (Str Save).
Rear Spinnerets,5,Hive-Call,Action,0,1/Day,Summon Swarm of insects.
Pheromone Cloud,1,Silk-Weaver,Utility,0,Passive,Create rope/net over time.
Pheromone Cloud,3,Web-Shot,Action,0,2 Stamina,Restrain target (Str Save).
Pheromone Cloud,5,Hive-Call,Action,0,1/Day,Summon Swarm of insects.
Chemical Chamber,1,Silk-Weaver,Utility,0,Passive,Create rope/net over time.
Chemical Chamber,3,Web-Shot,Action,0,2 Stamina,Restrain target (Str Save).
Chemical Chamber,5,Hive-Call,Action,0,1/Day,Summon Swarm of insects.
Elytra/Wings,1,Exoskeleton,Passive,0,Passive,Base AC = 13 + Dex.
Elytra/Wings,3,Hover,Move,0,1 Stamina,Fly speed for 1 turn.
Elytra/Wings,5,Molt,Short Rest,0,1/Day,Regrow lost limb / Heal full HP.
Stridulation Legs,1,Skitter,Passive,0,Passive,Ignore difficult terrain.
Stridulation Legs,3,Power-Jump,Bonus,0,1 Stamina,Jump 30ft horizontally.
Stridulation Legs,5,Mantis-Strike,Reaction,0,1/Day,Attack enemy who missed you.
Brood Sac,1,Silk-Weaver,Utility,0,Passive,Create rope/net over time.
Brood Sac,3,Web-Shot,Action,0,2 Stamina,Restrain target (Str Save).
Brood Sac,5,Hive-Call,Action,0,1/Day,Summon Swarm of insects.
Mind-Spore,1,Silk-Weaver,Utility,0,Passive,Create rope/net over time.
Mind-Spore,3,Web-Shot,Action,0,2 Stamina,Restrain target (Str Save).
Mind-Spore,5,Hive-Call,Action,0,1/Day,Summon Swarm of insects.
